session_id,ip_hash,duration_sec,request_count,unique_pages,error_rate,avg_bytes,page_sequence,page_timestamps,page_set,cluster_id,if_flag,if_score,z_flag,anomaly_flag,anomaly_priority
6cedf9ce49f2_0,6cedf9ce49f2,85.0,2,2,0.0,11023.5,"[""/"", ""/catalog/men""]","[0.0, 85.0]","[""/"", ""/catalog/men""]",3,False,0.4245372498454896,False,False,False
6011167c931f_0,6011167c931f,398.0,6,5,0.0,21326.5,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 32.0, 174.0, 250.0, 368.0, 398.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.38588355021454734,False,False,False
792a9b8145d8_0,792a9b8145d8,746.0,8,6,0.0,28136.125,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 147.0, 179.0, 293.0, 438.0, 483.0, 601.0, 746.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.39824081733060557,False,False,False
792a9b8145d8_1,792a9b8145d8,6.0,2,2,0.0,17961.0,"[""/"", ""/catalog/men""]","[0.0, 6.0]","[""/"", ""/catalog/men""]",3,True,0.5528849330637942,False,True,False
792a9b8145d8_2,792a9b8145d8,140.0,2,2,0.0,11816.0,"[""/"", ""/catalog/men""]","[0.0, 140.0]","[""/"", ""/catalog/men""]",3,False,0.45374304666976584,False,False,False
c7161f6174a1_0,c7161f6174a1,38.0,2,2,0.0,14097.0,"[""/"", ""/catalog/men""]","[0.0, 38.0]","[""/"", ""/catalog/men""]",3,False,0.45565657061271087,False,False,False
85677b2e1358_0,85677b2e1358,399.0,4,3,0.0,29740.0,"[""/"", ""/blog"", ""/blog"", ""/products/{id}""]","[0.0, 165.0, 255.0, 399.0]","[""/products/{id}"", ""/"", ""/blog""]",3,True,0.521716595007316,False,True,False
4067167790e8_0,4067167790e8,180.0,2,2,0.0,25820.0,"[""/"", ""/catalog/men""]","[0.0, 180.0]","[""/"", ""/catalog/men""]",3,True,0.5195352108244201,False,True,False
4067167790e8_1,4067167790e8,85.0,2,2,0.0,23590.0,"[""/"", ""/catalog/men""]","[0.0, 85.0]","[""/"", ""/catalog/men""]",3,False,0.4245372498454896,False,False,False
4067167790e8_2,4067167790e8,722.0,7,6,0.0,28033.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 138.0, 238.0, 416.0, 506.0, 653.0, 722.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3838064663122014,False,False,False
da0edf7f7baa_0,da0edf7f7baa,57.0,2,2,0.0,9888.0,"[""/"", ""/catalog/men""]","[0.0, 57.0]","[""/"", ""/catalog/men""]",3,False,0.4592336851591318,False,False,False
da0edf7f7baa_1,da0edf7f7baa,732.0,8,6,0.0,25119.75,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 142.0, 174.0, 221.0, 399.0, 514.0, 585.0, 732.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3986059867301023,False,False,False
da0edf7f7baa_2,da0edf7f7baa,418.0,6,6,0.0,25093.0,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 120.0, 136.0, 306.0, 373.0, 418.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.3930730960997427,False,False,False
fbb4ac2b6196_0,fbb4ac2b6196,602.0,7,5,0.14285714285714285,30009.85714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 178.0, 267.0, 317.0, 433.0, 549.0, 602.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.462809791127336,False,False,False
fbb4ac2b6196_1,fbb4ac2b6196,102.0,2,2,0.0,19765.5,"[""/"", ""/catalog/men""]","[0.0, 102.0]","[""/"", ""/catalog/men""]",3,False,0.43399027848481436,False,False,False
682866b22362_0,682866b22362,316.0,4,4,0.0,10745.25,"[""/"", ""/faq"", ""/contacts"", ""/returns""]","[0.0, 173.0, 204.0, 316.0]","[""/returns"", ""/contacts"", ""/faq"", ""/""]",3,True,0.5418497785011239,False,True,False
682866b22362_1,682866b22362,79.0,2,2,0.0,17334.0,"[""/"", ""/catalog/men""]","[0.0, 79.0]","[""/"", ""/catalog/men""]",3,False,0.4229617018746796,False,False,False
c3cb2d4ccc9e_0,c3cb2d4ccc9e,347.0,5,5,0.0,28109.6,"[""/"", ""/account"", ""/wishlist"", ""/products/{id}"", ""/cart""]","[0.0, 141.0, 227.0, 294.0, 347.0]","[""/wishlist"", ""/products/{id}"", ""/account"", ""/cart"", ""/""]",0,False,0.4282360399553803,False,False,False
c3cb2d4ccc9e_1,c3cb2d4ccc9e,800.0,8,6,0.0,28006.125,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 50.0, 189.0, 315.0, 469.0, 589.0, 649.0, 800.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.40891697949385714,False,False,False
c3cb2d4ccc9e_2,c3cb2d4ccc9e,108.0,2,2,0.0,35505.0,"[""/"", ""/catalog/men""]","[0.0, 108.0]","[""/"", ""/catalog/men""]",3,False,0.4405814876863806,False,False,False
ac05c69b4b65_0,ac05c69b4b65,29.0,2,2,0.0,2409.0,"[""/"", ""/catalog/men""]","[0.0, 29.0]","[""/"", ""/catalog/men""]",3,False,0.4604445082299502,False,False,False
78a088e1fd3e_0,78a088e1fd3e,249.0,4,3,0.0,19696.75,"[""/"", ""/blog"", ""/blog"", ""/products/{id}""]","[0.0, 135.0, 157.0, 249.0]","[""/products/{id}"", ""/"", ""/blog""]",3,True,0.5168397256454754,False,True,False
78a088e1fd3e_1,78a088e1fd3e,645.0,8,6,0.0,23019.75,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 102.0, 273.0, 310.0, 340.0, 348.0, 520.0, 645.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3961228882614475,False,False,False
c62a0c1bb9d7_0,c62a0c1bb9d7,585.0,6,6,0.0,21736.666666666668,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 173.0, 258.0, 324.0, 500.0, 585.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.39129655640493055,False,False,False
045b836210a0_0,045b836210a0,302.0,6,5,0.0,27454.5,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 81.0, 197.0, 204.0, 284.0, 302.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.4249350481534092,False,False,False
891e8a01082b_0,891e8a01082b,714.0,7,6,0.0,18915.571428571428,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 16.0, 130.0, 308.0, 488.0, 582.0, 714.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3821678477918801,False,False,False
3abcdb524e71_0,3abcdb524e71,684.0,8,6,0.0,18410.25,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 68.0, 157.0, 262.0, 349.0, 522.0, 595.0, 684.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3938504008238878,False,False,False
33d82593eb2e_0,33d82593eb2e,22.0,2,2,0.0,19965.0,"[""/"", ""/catalog/men""]","[0.0, 22.0]","[""/"", ""/catalog/men""]",3,False,0.4849479162002624,False,False,False
33d82593eb2e_1,33d82593eb2e,648.0,7,5,0.0,18351.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 83.0, 215.0, 328.0, 409.0, 559.0, 648.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.3960078845017635,False,False,False
33d82593eb2e_2,33d82593eb2e,517.0,6,5,0.0,19713.166666666668,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 93.0, 198.0, 361.0, 412.0, 517.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.39515183180834546,False,False,False
357fa4816975_0,357fa4816975,78.0,2,2,0.0,30987.5,"[""/"", ""/catalog/men""]","[0.0, 78.0]","[""/"", ""/catalog/men""]",3,False,0.42382108404682006,False,False,False
77f0f7093eba_0,77f0f7093eba,633.0,7,5,0.0,23380.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 98.0, 230.0, 289.0, 440.0, 604.0, 633.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.39342094250429066,False,False,False
285c309485f1_0,285c309485f1,771.0,8,6,0.0,35683.125,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 166.0, 330.0, 368.0, 455.0, 582.0, 693.0, 771.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.40101182152214854,False,False,False
285c309485f1_1,285c309485f1,626.0,7,6,0.0,23197.428571428572,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 122.0, 161.0, 307.0, 442.0, 595.0, 626.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3737440031859028,False,False,False
5bbac1c2283d_0,5bbac1c2283d,634.0,7,5,0.0,16190.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 155.0, 188.0, 288.0, 370.0, 486.0, 634.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.393592472036287,False,False,False
5bbac1c2283d_1,5bbac1c2283d,602.0,7,6,0.14285714285714285,16430.85714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 68.0, 209.0, 361.0, 411.0, 507.0, 602.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.4563586444265041,False,False,False
5bbac1c2283d_2,5bbac1c2283d,470.0,6,5,0.0,20894.166666666668,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 75.0, 88.0, 198.0, 301.0, 470.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.38503528793187897,False,False,False
5a70b6a8634d_0,5a70b6a8634d,178.0,2,2,0.0,23963.0,"[""/"", ""/catalog/men""]","[0.0, 178.0]","[""/"", ""/catalog/men""]",3,False,0.5078615792621953,False,False,False
5a70b6a8634d_1,5a70b6a8634d,414.0,7,6,0.0,21535.85714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 78.0, 85.0, 212.0, 248.0, 301.0, 414.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3804989934215979,False,False,False
2ea02c157af6_0,2ea02c157af6,436.0,7,6,0.14285714285714285,23992.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 161.0, 183.0, 323.0, 371.0, 377.0, 436.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.46596313665440625,False,False,False
2ea02c157af6_1,2ea02c157af6,485.0,6,5,0.0,26042.0,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 34.0, 192.0, 254.0, 307.0, 485.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.3871337980354571,False,False,False
897be78c6f15_0,897be78c6f15,589.0,7,6,0.0,25255.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 162.0, 206.0, 254.0, 423.0, 462.0, 589.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.36702246457952553,False,False,False
5b4872435603_0,5b4872435603,657.0,8,6,0.0,26839.5,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 81.0, 181.0, 222.0, 379.0, 462.0, 521.0, 657.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.39484865700996324,False,False,False
a68afa0927b2_0,a68afa0927b2,576.0,8,6,0.0,28184.375,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 78.0, 101.0, 256.0, 318.0, 341.0, 498.0, 576.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.39990584057958417,False,False,False
ae0d617653fb_0,ae0d617653fb,42.0,2,2,0.0,8616.5,"[""/"", ""/catalog/men""]","[0.0, 42.0]","[""/"", ""/catalog/men""]",3,False,0.45130952610919095,False,False,False
ae0d617653fb_1,ae0d617653fb,98.0,2,2,0.0,20926.0,"[""/"", ""/catalog/men""]","[0.0, 98.0]","[""/"", ""/catalog/men""]",3,False,0.4297139785415152,False,False,False
ae0d617653fb_2,ae0d617653fb,616.0,7,6,0.0,29736.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 153.0, 245.0, 366.0, 455.0, 534.0, 616.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3697392952247504,False,False,False
6a2aaf7ca64d_0,6a2aaf7ca64d,430.0,7,5,0.0,24408.714285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 89.0, 266.0, 312.0, 349.0, 388.0, 430.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.37938073049238014,False,False,False
6a2aaf7ca64d_1,6a2aaf7ca64d,801.0,6,6,0.0,23188.333333333332,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 167.0, 320.0, 492.0, 664.0, 801.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.446377329408769,False,False,False
3eaef9da59ed_0,3eaef9da59ed,583.0,7,6,0.0,22013.85714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 86.0, 157.0, 234.0, 285.0, 436.0, 583.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.36827649665382156,False,False,False
3eaef9da59ed_1,3eaef9da59ed,381.0,4,4,0.0,21392.75,"[""/"", ""/faq"", ""/contacts"", ""/returns""]","[0.0, 134.0, 293.0, 381.0]","[""/returns"", ""/contacts"", ""/faq"", ""/""]",0,True,0.5353885927005373,False,True,False
d08ad68260b3_0,d08ad68260b3,763.0,7,6,0.14285714285714285,28085.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 153.0, 232.0, 368.0, 508.0, 593.0, 763.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.48634179739507105,False,False,False
d08ad68260b3_1,d08ad68260b3,605.0,7,6,0.0,23342.428571428572,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 129.0, 224.0, 297.0, 456.0, 573.0, 605.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.36743587799378113,False,False,False
d08ad68260b3_2,d08ad68260b3,412.0,7,5,0.0,18284.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 67.0, 159.0, 232.0, 329.0, 372.0, 412.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.3837699984334919,False,False,False
454f8b6b20f7_0,454f8b6b20f7,612.0,7,6,0.0,18995.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 118.0, 196.0, 209.0, 315.0, 461.0, 612.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3678810201885997,False,False,False
454f8b6b20f7_1,454f8b6b20f7,407.0,7,6,0.0,20100.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 54.0, 150.0, 239.0, 269.0, 280.0, 407.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3803349413328756,False,False,False
454f8b6b20f7_2,454f8b6b20f7,572.0,7,6,0.0,24588.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 127.0, 235.0, 405.0, 436.0, 526.0, 572.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3687861370970743,False,False,False
b93864eafd1c_0,b93864eafd1c,1001.0,8,6,0.0,18688.125,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 161.0, 326.0, 402.0, 544.0, 716.0, 883.0, 1001.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.48938955068255874,False,False,False
b93864eafd1c_1,b93864eafd1c,447.0,6,5,0.0,17548.0,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 105.0, 127.0, 248.0, 288.0, 447.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.38227250576757865,False,False,False
5f9519251245_0,5f9519251245,74.0,2,2,0.0,19126.0,"[""/"", ""/catalog/men""]","[0.0, 74.0]","[""/"", ""/catalog/men""]",3,False,0.42656266622664507,False,False,False
5f9519251245_1,5f9519251245,593.0,6,6,0.0,29335.166666666668,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 137.0, 310.0, 440.0, 535.0, 593.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.3906653642418596,False,False,False
22a637ab930f_0,22a637ab930f,577.0,4,2,0.25,16730.0,"[""/"", ""/catalog/men"", ""/"", ""/catalog/men""]","[0.0, 5.0, 480.0, 577.0]","[""/"", ""/catalog/men""]",3,True,0.7004114813659834,False,True,False
88bd10e211c7_0,88bd10e211c7,512.0,7,5,0.0,19990.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 25.0, 195.0, 298.0, 330.0, 459.0, 512.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.3778426116554081,False,False,False
88bd10e211c7_1,88bd10e211c7,104.0,2,2,0.0,33385.0,"[""/"", ""/catalog/men""]","[0.0, 104.0]","[""/"", ""/catalog/men""]",3,False,0.4373761818876269,False,False,False
608bc34564b6_0,608bc34564b6,589.0,8,6,0.0,26058.125,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 110.0, 217.0, 331.0, 375.0, 403.0, 441.0, 589.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.397988537856578,False,False,False
608bc34564b6_1,608bc34564b6,314.0,7,6,0.14285714285714285,25145.714285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 67.0, 124.0, 182.0, 271.0, 276.0, 314.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.5041444193425041,False,False,False
608bc34564b6_2,608bc34564b6,681.0,7,6,0.0,24545.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 126.0, 262.0, 424.0, 562.0, 574.0, 681.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3816169233237554,False,False,False
b28e5e9e7916_0,b28e5e9e7916,674.0,6,5,0.16666666666666666,18059.333333333332,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 179.0, 282.0, 422.0, 601.0, 674.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,True,0.5390175806334644,False,True,False
b28e5e9e7916_1,b28e5e9e7916,666.0,7,5,0.0,23384.428571428572,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 141.0, 264.0, 411.0, 474.0, 581.0, 666.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.4027183070533787,False,False,False
a8be526a6550_0,a8be526a6550,573.0,7,6,0.0,25697.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 107.0, 167.0, 231.0, 318.0, 492.0, 573.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.37029162079313027,False,False,False
a8be526a6550_1,a8be526a6550,66.0,2,2,0.0,26170.5,"[""/"", ""/catalog/men""]","[0.0, 66.0]","[""/"", ""/catalog/men""]",3,False,0.45902398895404534,False,False,False
a8be526a6550_2,a8be526a6550,446.0,6,6,0.0,27758.0,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 143.0, 178.0, 318.0, 323.0, 446.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.38823770805003804,False,False,False
01d62f53499e_0,01d62f53499e,611.0,8,6,0.0,14016.5,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 85.0, 195.0, 295.0, 355.0, 455.0, 483.0, 611.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3961061071262385,False,False,False
01d62f53499e_1,01d62f53499e,773.0,7,6,0.0,15638.57142857143,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 180.0, 270.0, 408.0, 576.0, 632.0, 773.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.39229808005219957,False,False,False
250fcaca2356_0,250fcaca2356,375.0,6,6,0.16666666666666666,22302.166666666668,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 34.0, 82.0, 109.0, 287.0, 375.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,True,0.5159248657562707,False,True,False
250fcaca2356_1,250fcaca2356,109.0,2,2,0.0,19871.5,"[""/"", ""/catalog/men""]","[0.0, 109.0]","[""/"", ""/catalog/men""]",3,False,0.44509435689352433,False,False,False
250fcaca2356_2,250fcaca2356,669.0,7,6,0.0,13797.57142857143,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 11.0, 159.0, 213.0, 363.0, 496.0, 669.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3776249327598558,False,False,False
817370d29fff_0,817370d29fff,605.0,6,6,0.0,23008.5,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 82.0, 172.0, 289.0, 446.0, 605.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.3907655640615068,False,False,False
817370d29fff_1,817370d29fff,51.0,2,2,0.0,36704.5,"[""/"", ""/catalog/men""]","[0.0, 51.0]","[""/"", ""/catalog/men""]",3,False,0.46652340490833716,False,False,False
8175896ee126_0,8175896ee126,444.0,6,5,0.0,13932.5,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 159.0, 194.0, 332.0, 432.0, 444.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.38227250576757865,False,False,False
8175896ee126_1,8175896ee126,474.0,6,5,0.0,26664.833333333332,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 110.0, 223.0, 247.0, 402.0, 474.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.38706716205385655,False,False,False
